법정동,지번,단지명,건축년도,거래연도,거래월,거래일,지역코드,층,전용면적,거래금액,구별,가격
성산동,601,성산월드타운대림,2004,2020,6,22,11440,10,84.689,87500,마포구,8.75
아현동,802,마포센트럴 아이파크,2017,2020,6,30,11440,10,84.9668,143500,마포구,14.35
상암동,1655,상암월드컵파크4단지,2006,2020,6,30,11440,11,104.78,134000,마포구,13.4
신공덕동,170,브라운스톤공덕아파트,2009,2020,6,29,11440,20,114.74,150000,마포구,15.0
서교동,490,메세나폴리스,2012,2020,7,24,11440,30,142.034,176000,마포구,17.6
용강동,508,이편한세상마포리버파크,2016,2020,7,25,11440,10,59.98,147000,마포구,14.7
창전동,449,마포웨스트리버태영데시앙,2019,2020,7,4,11440,9,74.791,120000,마포구,12.0
신공덕동,173,대우월드마크마포,2011,2020,7,8,11440,19,121.27,135000,마포구,13.5
아현동,777,마포래미안푸르지오2단지,2014,2020,7,8,11440,6,59.9236,137000,마포구,13.7
공덕동,371,공덕1삼성래미안,1999,2020,7,11,11440,8,84.94,133000,마포구,13.3
신수동,445-5,현대,1996,2020,7,2,11440,1,84.47,84500,마포구,8.45
망원동,496,대림1,2002,2020,7,4,11440,12,84.96,89800,마포구,8.98
창전동,440,창전동현대홈타운,2005,2020,7,30,11440,21,84.978,107000,마포구,10.7
합정동,473,마포한강2차푸르지오,2016,2020,7,31,11440,34,83.45,151500,마포구,15.15
상수동,353-4,밤섬리오팰리스,2003,2020,8,11,11440,5,232.36,145000,마포구,14.5
상수동,402,래미안밤섬리베뉴Ⅰ,2014,2020,8,8,11440,17,84.99,149900,마포구,14.99
신공덕동,155,신공덕1차삼성래미안1아파트,2000,2020,8,1,11440,14,114.75,140000,마포구,14.0
망원동,498,우림루미아트,2003,2020,8,11,11440,14,59.9488,69000,마포구,6.9
중동,391,중동계룡아파트,2000,2020,8,30,11440,10,60.0,73800,마포구,7.38
망원동,521,마포한강아이파크,2019,2020,8,6,11440,8,59.3883,114500,마포구,11.45
대흥동,660,대흥동태영아파트,1999,2020,8,23,11440,3,59.4,96000,마포구,9.6
망원동,400-2,해오름,2011,2020,8,6,11440,3,104.88,80000,마포구,8.0
상암동,1660,상암월드컵파크7단지,2005,2020,8,22,11440,11,104.77,116000,마포구,11.6
성산동,446,성산시영(선경),1986,2020,8,31,11440,11,50.54,100000,마포구,10.0
합정동,472,마포한강푸르지오,2015,2020,9,14,11440,28,137.04,202000,마포구,20.2
연남동,487-77,광남벨라스(VALLACE),2003,2020,9,9,11440,2,74.99,41500,마포구,4.15
성산동,446,성산시영(대우),1986,2020,9,10,11440,1,50.03,89000,마포구,8.9
아현동,777,마포래미안푸르지오2단지,2014,2020,9,18,11440,7,84.5978,170400,마포구,17.04
신공덕동,174,공덕아이파크,2013,2020,9,18,11440,2,59.98,114500,마포구,11.45
공덕동,111-7,로즈빌A,2004,2020,9,26,11440,6,76.04,65000,마포구,6.5
성산동,601,성산월드타운대림,2004,2020,9,4,11440,16,84.549,93000,마포구,9.3
망원동,455-4,길명2차(455-4),2005,2020,9,15,11440,5,131.188,76000,마포구,7.6
서교동,486,서교푸르지오,2004,2020,9,29,11440,11,92.448,94800,마포구,9.48
아현동,777,마포래미안푸르지오3단지,2014,2020,9,26,11440,13,114.7267,190000,마포구,19.0
도화동,357,도화동현대,1996,2020,10,6,11440,9,54.72,83000,마포구,8.3
연남동,573,코오롱,2003,2020,10,19,11440,4,84.936,89980,마포구,8.998
염리동,515-1,상록,1997,2020,10,6,11440,19,58.71,82000,마포구,8.2
망원동,420,성원1,1998,2020,10,31,11440,4,59.4,58000,마포구,5.8
도화동,82,우성,1991,2020,10,17,11440,1,68.94,87500,마포구,8.75
공덕동,371,공덕1삼성래미안,1999,2020,10,8,11440,12,59.74,105000,마포구,10.5
성산동,23-1,해피존2,2005,2020,10,6,11440,6,135.03,65000,마포구,6.5
공덕동,188-108,마포현대,1988,2020,10,23,11440,4,84.87,112000,마포구,11.2
신공덕동,172,펜트라우스,2011,2020,10,26,11440,2,84.95,127000,마포구,12.7
성산동,446,성산시영(유원),1986,2020,10,30,11440,11,59.43,104000,마포구,10.4
아현동,777,마포래미안푸르지오4단지,2014,2020,11,24,11440,27,59.9656,145000,마포구,14.5
현석동,225,래미안웰스트림,2016,2020,11,15,11440,16,59.96,139000,마포구,13.9
창전동,437,창전래미안,1998,2020,11,23,11440,10,84.93,109500,마포구,10.95
성산동,667,월드컵아이파크(667),2009,2020,11,26,11440,10,59.73,89800,마포구,8.98
서교동,490,메세나폴리스,2012,2020,11,28,11440,12,142.034,166500,마포구,16.65
아현동,777,마포래미안푸르지오3단지,2014,2020,11,28,11440,1,59.9452,134000,마포구,13.4
공덕동,371,공덕1삼성래미안,1999,2020,11,30,11440,1,84.94,131000,마포구,13.1
신공덕동,155,신공덕1차삼성래미안1아파트,2000,2020,11,28,11440,22,84.9,136000,마포구,13.6
도화동,563,마포아크로타워,2007,2020,11,30,11440,14,84.99,105000,마포구,10.5
상암동,1637,상암월드컵파크2단지,2003,2020,11,27,11440,11,59.92,85000,마포구,8.5
도화동,555,한화오벨리스크,2004,2020,12,16,11440,32,82.14,114500,마포구,11.45
용강동,500,마포대림1,2002,2020,12,10,11440,19,131.85,165000,마포구,16.5
신공덕동,161,신공덕래미안3차,2003,2020,12,2,11440,3,84.69,126000,마포구,12.6
염리동,520,염리삼성래미안,2001,2020,12,25,11440,12,84.96,130000,마포구,13.0
성산동,446,성산시영(선경),1986,2020,12,28,11440,12,50.54,98000,마포구,9.8
망원동,503,현진에버빌2,2003,2020,12,29,11440,13,83.654,92500,마포구,9.25
상암동,1743,상암월드컵파크12단지,2010,2020,12,31,11440,8,84.89,105000,마포구,10.5
염리동,515-1,상록,1997,2020,12,29,11440,11,58.71,92000,마포구,9.2
아현동,777,마포래미안푸르지오1단지,2014,2020,12,30,11440,18,84.5978,177000,마포구,17.7
하중동,101,한강밤섬자이,2010,2020,12,30,11440,22,132.54,199000,마포구,19.9
신공덕동,174,공덕아이파크,2013,2021,1,24,11440,16,84.96,147000,마포구,14.7
성산동,667,월드컵아이파크(667),2009,2021,1,19,11440,3,59.73,87800,마포구,8.78
신공덕동,171,kcc웰츠,2011,2021,1,15,11440,20,118.64,160000,마포구,16.0
신공덕동,172,펜트라우스,2011,2021,1,11,11440,13,115.04,162000,마포구,16.2
서교동,453-14,엘림,2002,2021,1,22,11440,2,81.35,64700,마포구,6.47
상수동,398,래미안밤섬리베뉴Ⅱ,2014,2021,1,28,11440,3,84.82,157000,마포구,15.7
염리동,45-27,우공,2004,2021,1,30,11440,1,82.29,69500,마포구,6.95
토정동,138,한강삼성,1997,2021,1,30,11440,13,84.96,137000,마포구,13.7
망원동,508,강림스위트빌,2004,2021,1,27,11440,8,81.71,74500,마포구,7.45
성산동,446,성산시영(선경),1986,2021,1,28,11440,1,50.54,95000,마포구,9.5
공덕동,371,공덕1삼성래미안,1999,2021,2,6,11440,14,84.94,145000,마포구,14.5
합정동,467,한강동원아파트,2003,2021,2,14,11440,2,84.87,75000,마포구,7.5
성산동,446,성산시영(대우),1986,2021,2,28,11440,10,50.03,97500,마포구,9.75
신수동,450,신촌삼익,1997,2021,2,27,11440,7,84.85,110000,마포구,11.0
아현동,802,마포센트럴 아이파크,2017,2021,2,26,11440,22,84.9668,157000,마포구,15.7
도화동,550,삼성,1997,2021,2,27,11440,16,84.985,143000,마포구,14.3
상암동,1637,상암월드컵파크2단지,2003,2021,2,24,11440,9,59.92,111000,마포구,11.1
상암동,1618,DMC상암센트럴파크2단지,2009,2021,2,22,11440,3,51.98,86600,마포구,8.66
망원동,498,우림루미아트,2003,2021,2,26,11440,9,84.546,82500,마포구,8.25
망원동,509,휴먼빌,2004,2021,2,27,11440,14,84.963,100000,마포구,10.0
공덕동,457,공덕3삼성래미안,2004,2021,3,12,11440,17,114.98,170000,마포구,17.0
성산동,446,성산시영(대우),1986,2021,3,23,11440,11,50.03,98000,마포구,9.8
공덕동,30-10,솔리스타,2018,2021,3,30,11440,16,14.29,18000,마포구,1.8
아현동,777,마포래미안푸르지오2단지,2014,2021,3,30,11440,15,84.3884,184800,마포구,18.48
신수동,91-511,(91-511),2011,2021,3,27,11440,7,47.37,45500,마포구,4.55
마포동,253,마포쌍용황금아파트,2000,2021,3,25,11440,13,59.9,93000,마포구,9.3
신공덕동,172,펜트라우스,2011,2021,3,29,11440,2,152.85,197000,마포구,19.7
성산동,254-8,현대하이츠아파트,2007,2021,3,29,11440,7,84.7,65000,마포구,6.5
공덕동,464,래미안공덕4차,2005,2021,3,25,11440,12,83.42,152000,마포구,15.2
아현동,777,마포래미안푸르지오2단지,2014,2021,3,26,11440,7,59.9236,149000,마포구,14.9
망원동,454-1,참존2차(101동),2005,2021,4,22,11440,2,84.1,63000,마포구,6.3
서교동,490,메세나폴리스,2012,2021,4,29,11440,38,148.981,240000,마포구,24.0
서교동,490,메세나폴리스,2012,2021,4,28,11440,18,142.034,197000,마포구,19.7
서교동,490,메세나폴리스,2012,2021,4,29,11440,32,142.034,200000,마포구,20.0
신공덕동,161,신공덕래미안3차,2003,2021,4,28,11440,18,59.96,120000,마포구,12.0
공덕동,467,롯데캐슬프레지던트,2009,2021,4,29,11440,26,191.872,227000,마포구,22.7
도화동,82,우성,1991,2021,4,28,11440,1,141.515,149000,마포구,14.9
망원동,492,대상4,2000,2021,4,27,11440,7,84.9,76000,마포구,7.6
도화동,555,한화오벨리스크,2004,2021,4,24,11440,29,85.0,117500,마포구,11.75
대흥동,807,마포그랑자이(2단지),2020,2021,4,28,11440,5,84.99,177000,마포구,17.7
창전동,439,신촌태영데시앙,2003,2021,5,24,11440,12,84.97,120000,마포구,12.0
신수동,450,신촌삼익,1997,2021,5,28,11440,22,114.5,130000,마포구,13.0
성산동,596,대원,1999,2021,5,27,11440,7,59.69,69000,마포구,6.9
성산동,239-25,삼호빌라트,2001,2021,5,28,11440,8,83.86,64500,마포구,6.45
염리동,515-1,상록,1997,2021,5,29,11440,18,58.71,91500,마포구,9.15
상수동,396,상수두산위브,2004,2021,5,29,11440,25,84.79,135000,마포구,13.5
망원동,496,대림1,2002,2021,5,25,11440,3,84.96,94500,마포구,9.45
현석동,223,반도유보라아일랜드,2008,2021,5,27,11440,4,122.6843,190000,마포구,19.0
도화동,555,한화오벨리스크,2004,2021,5,26,11440,4,38.08,50700,마포구,5.07
상암동,1660,상암월드컵파크7단지,2005,2021,5,24,11440,8,84.45,121000,마포구,12.1
도화동,550,삼성,1997,2021,6,7,11440,17,72.185,141000,마포구,14.1
성산동,446,성산시영(선경),1986,2021,6,8,11440,3,50.54,109900,마포구,10.99
망원동,500,한강1차대주피오레,2003,2021,6,30,11440,6,79.38,87000,마포구,8.7
합정동,381-16,KCC엠파이어리버,2006,2021,6,30,11440,19,140.88,144000,마포구,14.4
신공덕동,173,대우월드마크마포,2011,2021,6,24,11440,18,136.18,180000,마포구,18.0
도화동,353,현대홈타운,2000,2021,6,30,11440,17,59.17,97500,마포구,9.75
성산동,25-1,라인성서,2005,2021,6,26,11440,2,84.945,68000,마포구,6.8
성산동,446,성산시영(유원),1986,2021,6,14,11440,2,59.43,90100,마포구,9.01
신수동,451,세양청마루,2003,2021,6,21,11440,5,82.86,116000,마포구,11.6
망원동,500,한강1차대주피오레,2003,2021,6,30,11440,6,79.38,87000,마포구,8.7
중동,40-12,현대,2000,2021,7,31,11440,1,84.94,93000,마포구,9.3
대흥동,804,마포자이2차,2014,2021,7,30,11440,20,118.79,220000,마포구,22.0
하중동,101,한강밤섬자이,2010,2021,7,31,11440,19,84.99,168000,마포구,16.8
연남동,515-23,청기와,2000,2021,7,31,11440,8,72.28,80000,마포구,8.0
염리동,515-1,상록,1997,2021,7,28,11440,1,58.71,91000,마포구,9.1
공덕동,43,공덕2삼성래미안,2004,2021,7,31,11440,3,59.97,132000,마포구,13.2
신정동,30,서강GS,1999,2021,7,27,11440,8,59.98,100000,마포구,10.0
상암동,1743,상암월드컵파크12단지,2010,2021,7,28,11440,9,59.73,98000,마포구,9.8
창전동,441,창전쌍용스윗닷홈,2005,2021,7,26,11440,5,84.983,117000,마포구,11.7
아현동,780,애오개아이파크,2016,2021,7,31,11440,9,30.01,50000,마포구,5.0
망원동,433-9,미원2,1997,2021,8,7,11440,10,55.29,60000,마포구,6.0
신공덕동,170,브라운스톤공덕아파트,2009,2021,8,21,11440,9,59.89,145000,마포구,14.5
신공덕동,159,신공덕래미안2차,2000,2021,8,21,11440,15,59.48,114700,마포구,11.47
망원동,476-3,스카이캐슬,2019,2021,8,31,11440,2,45.18,51500,마포구,5.15
용강동,502,래미안마포리버웰,2015,2021,8,31,11440,15,84.98,210000,마포구,21.0
창전동,449,마포웨스트리버태영데시앙,2019,2021,8,30,11440,14,84.719,163000,마포구,16.3
성산동,667,월드컵아이파크(667),2009,2021,8,28,11440,23,59.73,100000,마포구,10.0
신공덕동,161,신공덕래미안3차,2003,2021,8,30,11440,3,59.96,124800,마포구,12.48
서교동,247-72,함성참좋은,2004,2021,8,28,11440,3,95.54,75000,마포구,7.5
공덕동,478,공덕더샵,2018,2021,8,28,11440,21,84.99,182500,마포구,18.25
상암동,1630,DMC상암센트럴파크1단지,2009,2021,9,25,11440,4,84.91,127000,마포구,12.7
서교동,487,대우미래사랑,2005,2021,9,6,11440,2,34.29,26100,마포구,2.61
상암동,1637,상암월드컵파크2단지,2003,2021,9,28,11440,18,49.8,100000,마포구,10.0
도화동,550,삼성,1997,2021,9,30,11440,12,84.985,165000,마포구,16.5
공덕동,188-108,마포현대,1988,2021,9,30,11440,1,84.87,134500,마포구,13.45
염리동,515-1,상록,1997,2021,9,27,11440,6,58.71,98000,마포구,9.8
현석동,220,밤섬힐스테이트,1999,2021,9,28,11440,10,84.84,170000,마포구,17.0
대흥동,806,마포그랑자이,2020,2021,9,25,11440,18,84.98,198500,마포구,19.85
중동,30-28,수풍,2009,2021,9,23,11440,3,84.76,60000,마포구,6.0
서교동,490,메세나폴리스,2012,2021,9,25,11440,20,142.034,210000,마포구,21.0
신수동,453,대원칸타빌,2004,2021,10,7,11440,2,117.183,158000,마포구,15.8
공덕동,370-9,공덕현대,1989,2021,10,16,11440,14,84.61,125000,마포구,12.5
신공덕동,172,펜트라우스,2011,2021,10,2,11440,2,115.04,190000,마포구,19.0
아현동,777,마포래미안푸르지오4단지,2014,2021,10,27,11440,10,84.5978,194000,마포구,19.4
신수동,462,신촌숲아이파크,2019,2021,10,30,11440,16,84.932,195000,마포구,19.5
신수동,462,신촌숲아이파크,2019,2021,10,9,11440,23,59.376,157000,마포구,15.7
성산동,446,성산시영(선경),1986,2021,10,30,11440,13,50.54,115000,마포구,11.5
신수동,462,신촌숲아이파크,2019,2021,10,29,11440,32,84.901,203000,마포구,20.3
공덕동,43,공덕2삼성래미안,2004,2021,10,25,11440,13,59.97,139000,마포구,13.9
현석동,225,래미안웰스트림,2016,2021,10,27,11440,4,114.95,233000,마포구,23.3
대흥동,806,마포그랑자이,2020,2021,11,25,11440,20,84.98,202000,마포구,20.2
현석동,118,밤섬예가클래식,1989,2021,11,28,11440,10,89.48,176999,마포구,17.6999
아현동,777,마포래미안푸르지오3단지,2014,2021,11,23,11440,16,114.588,240000,마포구,24.0
하중동,101,한강밤섬자이,2010,2021,11,23,11440,14,132.54,260000,마포구,26.0
신공덕동,172,펜트라우스,2011,2021,11,20,11440,17,152.85,209200,마포구,20.92
공덕동,469,래미안공덕5차,2011,2021,11,28,11440,15,113.866,192000,마포구,19.2
성산동,604,성산2차e-편한세상,2005,2021,11,26,11440,7,84.95,105000,마포구,10.5
염리동,515-1,상록,1997,2021,11,20,11440,13,58.71,97800,마포구,9.78
염리동,515-1,상록,1997,2021,11,20,11440,10,58.71,99000,마포구,9.9
성산동,446,성산시영(대우),1986,2021,11,27,11440,11,50.03,108000,마포구,10.8
대흥동,804,마포자이2차,2014,2021,12,27,11440,4,84.95,172000,마포구,17.2
공덕동,476,공덕파크자이,2015,2021,12,31,11440,12,84.996,172000,마포구,17.2
염리동,515-1,상록,1997,2021,12,27,11440,11,49.8,85000,마포구,8.5
대흥동,12-41,서희스타힐스,2014,2021,12,25,11440,17,12.85,17500,마포구,1.75
현석동,225,래미안웰스트림,2016,2021,12,25,11440,17,84.96,190000,마포구,19.0
용강동,502,래미안마포리버웰,2015,2021,12,30,11440,3,84.97,180000,마포구,18.0
창전동,437,창전래미안,1998,2021,12,21,11440,10,59.94,115000,마포구,11.5
상암동,1689,상암월드컵파크6단지,2005,2021,12,21,11440,12,104.32,162000,마포구,16.2
중동,30-28,수풍,2009,2021,12,26,11440,4,84.76,57500,마포구,5.75
대흥동,804,마포자이2차,2014,2021,12,27,11440,4,84.95,172000,마포구,17.2
신공덕동,159,신공덕래미안2차,2000,2022,1,29,11440,11,59.48,111750,마포구,11.175
창전동,439,신촌태영데시앙,2003,2022,1,24,11440,6,84.97,127000,마포구,12.7
망원동,509,휴먼빌,2004,2022,1,28,11440,2,84.963,97000,마포구,9.7
신정동,30,서강GS,1999,2022,1,27,11440,17,59.98,120000,마포구,12.0
도화동,82,우성,1991,2022,1,22,11440,4,68.94,123000,마포구,12.3
도화동,555,한화오벨리스크,2004,2022,1,19,11440,11,49.87,79500,마포구,7.95
망원동,499,한강2차대주피오레,2003,2022,1,19,11440,5,99.16,102000,마포구,10.2
공덕동,469,래미안공덕5차,2011,2022,1,27,11440,11,59.968,140500,마포구,14.05
도화동,82,우성,1991,2022,1,22,11440,14,128.315,170000,마포구,17.0
성산동,214-15,엘지(214-15),2003,2022,1,25,11440,3,113.64,65000,마포구,6.5
망원동,525,솔루체2차아파트,2022,2022,2,28,11440,5,48.31,69000,마포구,6.9
망원동,525,솔루체2차아파트,2022,2022,2,28,11440,7,48.31,69000,마포구,6.9
상수동,398,래미안밤섬리베뉴Ⅱ,2014,2022,2,26,11440,15,84.98,175000,마포구,17.5
상암동,1637,상암월드컵파크2단지,2003,2022,2,26,11440,11,59.92,100000,마포구,10.0
성산동,446,성산시영(유원),1986,2022,2,28,11440,10,59.43,128000,마포구,12.8
상암동,1630,DMC상암센트럴파크1단지,2009,2022,2,18,11440,8,84.91,105000,마포구,10.5
망원동,500,한강1차대주피오레,2003,2022,2,23,11440,7,79.38,93000,마포구,9.3
합정동,467,한강동원아파트,2003,2022,2,18,11440,8,84.92,113000,마포구,11.3
신공덕동,161,신공덕래미안3차,2003,2022,2,15,11440,12,84.69,144000,마포구,14.4
망원동,490,강변타운,2000,2022,2,19,11440,2,59.85,62500,마포구,6.25
공덕동,457,공덕3삼성래미안,2004,2022,3,19,11440,16,84.98,170000,마포구,17.0
상암동,1660,상암월드컵파크7단지,2005,2022,3,26,11440,6,104.68,147000,마포구,14.7
성산동,446,성산시영(대우),1986,2022,3,31,11440,1,50.03,101000,마포구,10.1
신공덕동,167,대우메트로디오빌,2005,2022,3,29,11440,26,34.39,45500,마포구,4.55
합정동,468,두영이지안,2005,2022,3,30,11440,7,73.58,79000,마포구,7.9
공덕동,464,래미안공덕4차,2005,2022,3,23,11440,11,59.9,143000,마포구,14.3
공덕동,476,공덕파크자이,2015,2022,3,19,11440,7,84.9027,178000,마포구,17.8
도화동,555,한화오벨리스크,2004,2022,3,25,11440,8,41.32,63000,마포구,6.3
성산동,446,성산시영(대우),1986,2022,3,28,11440,11,50.03,107000,마포구,10.7
토정동,138,한강삼성,1997,2022,3,22,11440,6,59.97,117000,마포구,11.7
아현동,777,마포래미안푸르지오3단지,2014,2022,4,22,11440,4,59.9656,150000,마포구,15.0
신공덕동,167,대우메트로디오빌,2005,2022,4,28,11440,19,34.39,43800,마포구,4.38
공덕동,464,래미안공덕4차,2005,2022,4,28,11440,5,59.9,137500,마포구,13.75
노고산동,107-36,현대벤처빌,2002,2022,4,26,11440,4,34.64,26000,마포구,2.6
