법정동,지번,단지명,거래연도,전용면적,구별,가격,주소지,위도,경도
대치동,670,동부센트레빌,2023,145.83,강남구,43.0,강남구 대치동 670,37.4929661935157,127.05564862490489
대치동,1014-3,대치삼성,2023,84.58,강남구,21.5,강남구 대치동 1014-3,37.496535034628735,127.05838139921565
신사동,622,신성아파트101동,2023,59.67,강남구,13.5,강남구 신사동 622,37.52623698432416,127.03190772328173
압구정동,397,미성2차,2023,140.9,강남구,40.8,강남구 압구정동 397,37.52397965038902,127.01852104488657
역삼동,754-1,역삼푸르지오,2023,84.9097,강남구,23.0,강남구 역삼동 754-1,37.49790483195629,127.04693534626234
역삼동,720-25,대우디오빌,2023,39.13,강남구,4.0,강남구 역삼동 720-25,37.50144746713927,127.04269822744217
개포동,1281,디에이치아너힐즈,2023,59.7479,강남구,20.5,강남구 개포동 1281,37.48398772667494,127.06739296389904
일원동,743,디에이치자이개포,2023,84.75,강남구,27.2,강남구 일원동 743,37.49081059871726,127.07520458947985
도곡동,467-24,우성캐릭터199,2023,164.97,강남구,27.5,강남구 도곡동 467-24,37.486638791277656,127.05188083920473
개포동,1281,디에이치아너힐즈,2023,76.1709,강남구,26.0,강남구 개포동 1281,37.48398772667494,127.06739296389904
역삼동,754-1,역삼푸르지오,2023,84.9097,강남구,24.0,강남구 역삼동 754-1,37.49790483195629,127.04693534626234
개포동,1284,개포자이프레지던스,2023,78.33,강남구,27.925,강남구 개포동 1284,37.48556491137499,127.07178616500835
개포동,1282,개포래미안포레스트,2023,74.66,강남구,22.0,강남구 개포동 1282,37.478384629780805,127.05425610061482
세곡동,516,세곡리엔파크(3단지),2023,84.96,강남구,11.4,강남구 세곡동 516,37.46382223971864,127.1044683700386
대치동,1014-3,대치삼성,2023,84.58,강남구,22.0,강남구 대치동 1014-3,37.496535034628735,127.05838139921565
대치동,1014-3,대치삼성,2023,59.88,강남구,16.25,강남구 대치동 1014-3,37.496535034628735,127.05838139921565
역삼동,713-7,래미안펜타빌,2023,136.28,강남구,34.9,강남구 역삼동 713-7,37.50059949485621,127.0474222784436
개포동,1281,디에이치아너힐즈,2023,59.7479,강남구,20.3,강남구 개포동 1281,37.48398772667494,127.06739296389904
압구정동,481,현대8차(성수현대:91~95동),2023,107.64,강남구,35.0,강남구 압구정동 481,37.5310141954437,127.03535568881168
도곡동,467,타워팰리스1,2023,164.97,강남구,47.0,강남구 도곡동 467,37.48821086093274,127.05423127497836
수서동,708,삼익,2023,60.0,강남구,13.2,강남구 수서동 708,37.48918646509695,127.10084721787727
개포동,1282,개포래미안포레스트,2023,136.06,강남구,40.9,강남구 개포동 1282,37.478384629780805,127.05425610061482
개포동,1280,래미안블레스티지,2023,84.94,강남구,27.5,강남구 개포동 1280,37.48117001706132,127.06488851137391
개포동,649,경남1,2023,96.98,강남구,24.0,강남구 개포동 649,37.484710390033534,127.0542837975442
도곡동,527,도곡렉슬,2023,114.9931,강남구,39.0,강남구 도곡동 527,37.49360707574051,127.0493506712759
도곡동,467,타워팰리스1,2023,301.47,강남구,99.0,강남구 도곡동 467,37.48821086093274,127.05423127497836
개포동,1281,디에이치아너힐즈,2023,59.8732,강남구,21.3,강남구 개포동 1281,37.48398772667494,127.06739296389904
일원동,741,래미안 개포 루체하임,2023,59.99,강남구,18.75,강남구 일원동 741,37.48938594757433,127.07988216616184
개포동,1282,개포래미안포레스트,2023,74.66,강남구,22.9,강남구 개포동 1282,37.478384629780805,127.05425610061482
수서동,738,동익,2023,84.46,강남구,15.0,강남구 수서동 738,37.485467606830355,127.0969551729354
역삼동,706-20,한화진넥스빌,2023,51.08,강남구,4.85,강남구 역삼동 706-20,37.502000621646715,127.04426916680981
삼성동,99-3,아펠바움,2023,241.83,강남구,65.85,강남구 삼성동 99-3,37.51783727428841,127.0646752119545
일원동,711,수서,2023,39.98,강남구,8.8,강남구 일원동 711,37.49260333094955,127.09083260143538
청담동,134-38,청담자이,2023,49.593,강남구,18.8,강남구 청담동 134-38,37.523310707169784,127.05734758203727
일원동,719,푸른마을아파트101동~111동,2023,84.93,강남구,17.0,강남구 일원동 719,37.484008784089696,127.08066177672339
개포동,1280,래미안블레스티지,2023,84.943,강남구,27.3,강남구 개포동 1280,37.48117001706132,127.06488851137391
개포동,1280,래미안블레스티지,2023,49.909,강남구,16.5,강남구 개포동 1280,37.48117001706132,127.06488851137391
개포동,1280,래미안블레스티지,2023,49.909,강남구,16.5,강남구 개포동 1280,37.48117001706132,127.06488851137391
대치동,1014-3,대치삼성,2023,108.52,강남구,28.0,강남구 대치동 1014-3,37.496535034628735,127.05838139921565
삼성동,142-16,한양립스,2023,38.2471,강남구,7.17,강남구 삼성동 142-16,37.506290072742814,127.05178004980723
개포동,1282,개포래미안포레스트,2023,59.92,강남구,19.15,강남구 개포동 1282,37.478384629780805,127.05425610061482
대치동,506,선경1차(1동-7동),2023,136.68,강남구,38.5,강남구 대치동 506,37.492245524845245,127.06228651361087
논현동,276-1,아크로힐스논현,2023,113.087,강남구,26.5,강남구 논현동 276-1,37.50949726152301,127.03895185819785
도곡동,527,도곡렉슬,2023,134.9023,강남구,40.0,강남구 도곡동 527,37.49360707574051,127.0493506712759
청담동,35-47,한신오페라하우스,2023,123.75,강남구,20.5,강남구 청담동 35-47,37.51928262903502,127.0455730768913
역삼동,755-4,e-편한세상,2023,59.606,강남구,20.0,강남구 역삼동 755-4,37.49883580445246,127.05003714354862
일원동,743,디에이치자이개포,2023,103.86,강남구,33.5,강남구 일원동 743,37.49081059871726,127.07520458947985
대치동,316,은마,2023,84.43,강남구,28.0,강남구 대치동 316,37.497523997884045,127.06545144595265
압구정동,462,현대4차저층(51~56동),2023,117.91,강남구,53.8,강남구 압구정동 462,37.5323794315851,127.03065412229904
대치동,503,개포우성1,2023,84.81,강남구,31.0,강남구 대치동 503,37.491528072431976,127.05971279956282
대치동,670,동부센트레빌,2023,145.83,강남구,47.9,강남구 대치동 670,37.4929661935157,127.05564862490489
일원동,735,가람,2023,84.95,강남구,22.82,강남구 일원동 735,37.48264330483579,127.08542500833113
도곡동,953-1,SK허브프리모,2023,67.5,강남구,8.95,강남구 도곡동 953-1,37.48531401103677,127.0344403296044
수서동,746,까치마을,2023,39.6,강남구,9.45,강남구 수서동 746,37.48477890538922,127.08769297441661
역삼동,902,강남센트럴아이파크,2023,125.462,강남구,43.7,강남구 역삼동 902,37.50049063076885,127.04568772167158
대치동,888,대치아이파크,2023,84.93,강남구,29.0,강남구 대치동 888,37.4948792997101,127.05465147461956
도곡동,467-17,타워팰리스2,2023,115.63,강남구,31.5,강남구 도곡동 467-17,37.48972415067394,127.05447076977423
도곡동,467-17,타워팰리스2,2023,115.63,강남구,31.5,강남구 도곡동 467-17,37.48972415067394,127.05447076977423
도곡동,467,타워팰리스1,2023,164.97,강남구,49.5,강남구 도곡동 467,37.48821086093274,127.05423127497836
율현동,365,강남한신휴플러스6단지,2023,59.98,강남구,10.8,강남구 율현동 365,37.46766193705815,127.10538288259966
청담동,60,삼성청담공원아파트,2023,84.96,강남구,17.8,강남구 청담동 60,37.52232214699464,127.05056766223555
논현동,211-21,펜트힐루논현,2023,43.392,강남구,11.5,강남구 논현동 211-21,37.513835213635815,127.03496893012583
압구정동,490,한양1차(영동한양),2023,63.87,강남구,31.8,강남구 압구정동 490,37.53044626363366,127.0387583323622
수서동,746,까치마을,2023,39.6,강남구,9.0,강남구 수서동 746,37.48477890538922,127.08769297441661
청담동,60,삼성청담공원아파트,2023,84.96,강남구,17.8,강남구 청담동 60,37.52232214699464,127.05056766223555
일원동,734,상록수,2023,74.54,강남구,18.9,강남구 일원동 734,37.48212633220189,127.08101760173082
자곡동,618,강남브리즈힐(토지임대부아파트),2023,74.04,강남구,8.7,강남구 자곡동 618,37.472632823478875,127.0910471409159
압구정동,462,현대4차저층(51~56동),2023,117.91,강남구,53.5,강남구 압구정동 462,37.5323794315851,127.03065412229904
청담동,60,삼성청담공원아파트,2023,107.22,강남구,21.0,강남구 청담동 60,37.52232214699464,127.05056766223555
압구정동,462,현대4차저층(51~56동),2023,117.91,강남구,53.5,강남구 압구정동 462,37.5323794315851,127.03065412229904
청담동,69-18,동양파라곤,2023,171.1005,강남구,54.5,강남구 청담동 69-18,37.52159965515866,127.05441976794842
대치동,1027,래미안대치팰리스,2023,84.98,강남구,32.3,강남구 대치동 1027,37.4941149034571,127.05792052326136
역삼동,757,역삼래미안,2023,59.53,강남구,18.2,강남구 역삼동 757,37.497649487728935,127.05013245406343
수서동,738,동익,2023,84.46,강남구,14.2,강남구 수서동 738,37.485467606830355,127.0969551729354
삼성동,16-2,삼성동힐스테이트 1단지,2023,114.463,강남구,38.0,강남구 삼성동 16-2,37.51631233531077,127.04847286433647
도곡동,963,럭키(963),2023,84.97,강남구,19.0,강남구 도곡동 963,37.49050871593535,127.03994570958605
세곡동,525,강남데시앙파크,2024,84.95,강남구,11.0,강남구 세곡동 525,37.46034204824791,127.10116189721826
대치동,66,"쌍용대치아파트1동,2동,3동,5동,6동",2024,128.03,강남구,30.8,강남구 대치동 66,37.49806642931644,127.07107244041367
일원동,711,수서,2024,50.82,강남구,9.2,강남구 일원동 711,37.49260333094955,127.09083260143538
일원동,741,래미안 개포 루체하임,2024,59.99,강남구,18.5,강남구 일원동 741,37.48938594757433,127.07988216616184
개포동,1281,디에이치아너힐즈,2024,59.8732,강남구,21.9,강남구 개포동 1281,37.48398772667494,127.06739296389904
논현동,55-12,네오빌,2024,73.08,강남구,24.0,강남구 논현동 55-12,37.51274927692913,127.02444060248214
논현동,55-12,네오빌,2024,73.08,강남구,24.0,강남구 논현동 55-12,37.51274927692913,127.02444060248214
논현동,55-12,네오빌,2024,64.29,강남구,21.0,강남구 논현동 55-12,37.51274927692913,127.02444060248214
논현동,55-12,네오빌,2024,73.08,강남구,24.5,강남구 논현동 55-12,37.51274927692913,127.02444060248214
논현동,55-12,네오빌,2024,73.08,강남구,24.5,강남구 논현동 55-12,37.51274927692913,127.02444060248214
역삼동,771-4,세방하이빌1,2024,59.77,강남구,12.1,강남구 역삼동 771-4,37.49730860270938,127.04283722514373
개포동,12,성원대치2단지아파트,2024,33.18,강남구,9.65,강남구 개포동 12,37.49419746049611,127.07539280356858
압구정동,456,"현대6차(78~81,83,84,86,87동)",2024,196.7,강남구,66.0,강남구 압구정동 456,37.529297514841936,127.02887078036099
삼성동,105,래미안삼성1차(105-0),2024,84.95,강남구,22.25,강남구 삼성동 105,37.51576089463448,127.06277187793208
개포동,12,성원대치2단지아파트,2024,49.86,강남구,13.15,강남구 개포동 12,37.49419746049611,127.07539280356858
일원동,734,상록수,2024,74.54,강남구,18.1,강남구 일원동 734,37.48212633220189,127.08101760173082
도곡동,467-6,대림아크로빌,2024,172.467,강남구,30.0,강남구 도곡동 467-6,37.488246405921316,127.05110353947917
대치동,316,은마,2024,76.79,강남구,23.5,강남구 대치동 316,37.497523997884045,127.06545144595265
대치동,66,"쌍용대치아파트1동,2동,3동,5동,6동",2024,128.03,강남구,30.0,강남구 대치동 66,37.49806642931644,127.07107244041367
신사동,522,신사아이빌(522),2024,84.93,강남구,13.8,강남구 신사동 522,37.52075735318272,127.01997210848555
삼성동,37,호산프라자,2024,33.6,강남구,3.33,강남구 삼성동 37,37.51096291665849,127.04396780794755
압구정동,489,한양3,2024,116.94,강남구,40.0,강남구 압구정동 489,37.52942677129105,127.0379588642735
개포동,654,현대2,2024,165.08,강남구,36.7,강남구 개포동 654,37.48270505116659,127.05132941482219
개포동,187,개포주공5단지,2024,74.25,강남구,24.8,강남구 개포동 187,37.48763630240521,127.06850442401901
자곡동,619,강남자곡 힐스테이트,2024,59.93,강남구,9.6,강남구 자곡동 619,37.471418475392746,127.08829232584533
개포동,1282,개포래미안포레스트,2024,74.66,강남구,22.8,강남구 개포동 1282,37.478384629780805,127.05425610061482
세곡동,579,강남엘에이치1단지,2024,59.89,강남구,11.6,강남구 세곡동 579,37.46691154683748,127.1028259392736
삼성동,99-3,아펠바움,2024,241.83,강남구,75.0,강남구 삼성동 99-3,37.51783727428841,127.0646752119545
일원동,719,푸른마을아파트101동~111동,2024,59.76,강남구,15.1,강남구 일원동 719,37.484008784089696,127.08066177672339
일원동,743,디에이치자이개포,2024,84.81,강남구,28.0,강남구 일원동 743,37.49081059871726,127.07520458947985
역삼동,757,역삼래미안,2024,59.53,강남구,18.7,강남구 역삼동 757,37.497649487728935,127.05013245406343
수서동,736,신동아,2024,49.96,강남구,11.5,강남구 수서동 736,37.487044824115614,127.09902741567424
대치동,503,개포우성1,2024,84.81,강남구,30.2,강남구 대치동 503,37.491528072431976,127.05971279956282
개포동,649,경남1,2024,84.6,강남구,24.0,강남구 개포동 649,37.484710390033534,127.0542837975442
도곡동,91-5,삼성래미안,2024,122.81,강남구,28.4,강남구 도곡동 91-5,37.48981816823965,127.05062850556303
도곡동,895-8,한신엠비씨,2024,117.57,강남구,22.6,강남구 도곡동 895-8,37.48787066420239,127.04022999763248
개포동,1280,래미안블레스티지,2024,84.943,강남구,27.55,강남구 개포동 1280,37.48117001706132,127.06488851137391
청담동,33,청담동삼성1차(101동),2024,84.57,강남구,17.2,강남구 청담동 33,37.519439571488704,127.04783158654465
도곡동,467-6,대림아크로빌,2024,130.545,강남구,22.85,강남구 도곡동 467-6,37.488246405921316,127.05110353947917
개포동,649,경남1,2024,96.98,강남구,23.9,강남구 개포동 649,37.484710390033534,127.0542837975442
압구정동,433,신현대11차,2024,183.41,강남구,69.0,강남구 압구정동 433,37.52759509929611,127.02457294715967
논현동,276-1,아크로힐스논현,2024,84.208,강남구,20.1,강남구 논현동 276-1,37.50949726152301,127.03895185819785
압구정동,493,한양2,2024,175.92,강남구,59.0,강남구 압구정동 493,37.52981865879562,127.04049760400412
도곡동,967,경남,2024,59.76,강남구,15.65,강남구 도곡동 967,37.48900619296305,127.04081494484592
도곡동,963,럭키(963),2024,84.97,강남구,19.3,강남구 도곡동 963,37.49050871593535,127.03994570958605
일원동,615,우성7,2024,84.06,강남구,20.5,강남구 일원동 615,37.49233054134001,127.07821439201534
청담동,34-13,청담스위트,2024,13.425,강남구,2.29,강남구 청담동 34-13,37.51926935578747,127.04732624740859
역삼동,757,역삼래미안,2024,59.4,강남구,19.35,강남구 역삼동 757,37.497649487728935,127.05013245406343
개포동,649,경남1,2024,123.28,강남구,31.0,강남구 개포동 649,37.484710390033534,127.0542837975442
개포동,654,현대2,2024,131.83,강남구,30.5,강남구 개포동 654,37.48270505116659,127.05132941482219
도곡동,463-1,우성사원5,2024,70.89,강남구,18.4,강남구 도곡동 463-1,37.48584758175704,127.0476734813067
압구정동,433,신현대11차,2024,183.41,강남구,68.0,강남구 압구정동 433,37.52759509929611,127.02457294715967
도곡동,968,하이페리온,2024,184.31,강남구,24.55,강남구 도곡동 968,37.488700860586036,127.03500865579667
개포동,1282,개포래미안포레스트,2024,59.92,강남구,21.0,강남구 개포동 1282,37.478384629780805,127.05425610061482
개포동,185,개포주공6단지,2024,73.02,강남구,23.8,강남구 개포동 185,37.48907538111764,127.0715118676609
역삼동,755-1,개나리푸르지오,2024,59.6851,강남구,22.0,강남구 역삼동 755-1,37.49970814209109,127.04994267846993
도곡동,967,경남,2024,114.96,강남구,22.9,강남구 도곡동 967,37.48900619296305,127.04081494484592
개포동,1280,래미안블레스티지,2024,84.943,강남구,27.8,강남구 개포동 1280,37.48117001706132,127.06488851137391
대치동,500,개포우성2,2024,84.69,강남구,31.6,강남구 대치동 500,37.49082484187321,127.05716559332788
도곡동,895-8,한신엠비씨,2024,84.74,강남구,18.3,강남구 도곡동 895-8,37.48787066420239,127.04022999763248
도곡동,527,도곡렉슬,2024,84.9231,강남구,31.0,강남구 도곡동 527,37.49360707574051,127.0493506712759
개포동,187,개포주공5단지,2024,53.98,강남구,22.0,강남구 개포동 187,37.48763630240521,127.06850442401901
도곡동,467-6,대림아크로빌,2024,146.754,강남구,25.0,강남구 도곡동 467-6,37.488246405921316,127.05110353947917
개포동,654,현대2,2024,131.83,강남구,31.0,강남구 개포동 654,37.48270505116659,127.05132941482219
대치동,1025,롯데캐슬리베,2024,121.0894,강남구,31.0,강남구 대치동 1025,37.49626709326059,127.05405656903932
도곡동,527,도곡렉슬,2024,134.9023,강남구,42.8,강남구 도곡동 527,37.49360707574051,127.0493506712759
도곡동,895-8,한신엠비씨,2024,84.74,강남구,19.45,강남구 도곡동 895-8,37.48787066420239,127.04022999763248
삼성동,4-6,삼성동한솔아파트,2024,58.57,강남구,14.3,강남구 삼성동 4-6,37.51738817335141,127.04550269840283
대치동,1025,롯데캐슬리베,2024,121.0894,강남구,30.3,강남구 대치동 1025,37.49626709326059,127.05405656903932
일원동,718,샘터마을,2024,101.97,강남구,22.1,강남구 일원동 718,37.48433623243561,127.0825659858813
개포동,1281,디에이치아너힐즈,2024,84.3558,강남구,32.7,강남구 개포동 1281,37.48398772667494,127.06739296389904
세곡동,533,세곡푸르지오,2024,59.89,강남구,13.2,강남구 세곡동 533,37.46673741688475,127.09313478314829
도곡동,538-3,래미안도곡카운티,2024,71.85,강남구,27.5,강남구 도곡동 538-3,37.49499744138038,127.05024389777853
개포동,185,개포주공7단지,2024,73.26,강남구,26.4,강남구 개포동 185,37.48907538111764,127.0715118676609
대치동,65,쌍용대치2,2024,84.49,강남구,25.8,강남구 대치동 65,37.49960464106619,127.07087401342008
압구정동,486,한양4,2024,101.09,강남구,38.0,강남구 압구정동 486,37.53086979036081,127.03684719712615
압구정동,486,한양4,2024,101.09,강남구,38.0,강남구 압구정동 486,37.53086979036081,127.03684719712615
일원동,741,래미안 개포 루체하임,2024,84.99,강남구,27.45,강남구 일원동 741,37.48938594757433,127.07988216616184
압구정동,455,"현대5차(71,72동)",2024,82.23,강남구,44.8,강남구 압구정동 455,37.531975881874686,127.0285686129022
압구정동,397,미성2차,2024,74.4,강남구,30.0,강남구 압구정동 397,37.52397965038902,127.01852104488657
도곡동,527,도곡렉슬,2024,59.9772,강남구,21.5,강남구 도곡동 527,37.49360707574051,127.0493506712759
논현동,276-1,아크로힐스논현,2024,113.231,강남구,28.8,강남구 논현동 276-1,37.50949726152301,127.03895185819785
대치동,66,"쌍용대치아파트1동,2동,3동,5동,6동",2024,83.56,강남구,25.8,강남구 대치동 66,37.49806642931644,127.07107244041367
대치동,974,대치현대,2024,59.82,강남구,18.5,강남구 대치동 974,37.50093134739369,127.06097007830631
자곡동,602,강남자곡아이파크,2024,84.92,강남구,17.2,강남구 자곡동 602,37.47469719809206,127.10168597974513
삼성동,2,서광아파트,2024,59.67,강남구,17.6,강남구 삼성동 2,37.51706790626214,127.04257119790495
청담동,23,현대아파트,2024,84.78,강남구,17.8,강남구 청담동 23,37.52148463283662,127.04056478264435
대치동,316,은마,2024,76.79,강남구,26.25,강남구 대치동 316,37.497523997884045,127.06545144595265
개포동,1280,래미안블레스티지,2024,84.94,강남구,33.0,강남구 개포동 1280,37.48117001706132,127.06488851137391
도곡동,538-3,래미안도곡카운티,2024,93.07,강남구,31.0,강남구 도곡동 538-3,37.49499744138038,127.05024389777853
역삼동,706-20,한화진넥스빌,2024,51.08,강남구,5.1,강남구 역삼동 706-20,37.502000621646715,127.04426916680981
압구정동,455,"현대5차(71,72동)",2024,82.23,강남구,47.0,강남구 압구정동 455,37.531975881874686,127.0285686129022
대치동,316,은마,2024,76.79,강남구,25.7,강남구 대치동 316,37.497523997884045,127.06545144595265
압구정동,426,신현대9차,2024,108.88,강남구,50.0,강남구 압구정동 426,37.52608186840527,127.02436642042485
개포동,1282,개포래미안포레스트,2024,59.96,강남구,23.5,강남구 개포동 1282,37.478384629780805,127.05425610061482
대치동,511,한보미도맨션1,2024,128.01,강남구,42.0,강남구 대치동 511,37.49349859921621,127.0671567076288
도곡동,467-24,우성캐릭터199,2024,164.97,강남구,27.25,강남구 도곡동 467-24,37.486638791277656,127.05188083920473
수서동,736,신동아,2024,39.53,강남구,12.19,강남구 수서동 736,37.487044824115614,127.09902741567424
대치동,506,선경2차(8동-12동),2024,84.55,강남구,34.45,강남구 대치동 506,37.492245524845245,127.06228651361087
대치동,511,한보미도맨션2,2024,126.33,강남구,39.0,강남구 대치동 511,37.49349859921621,127.0671567076288
개포동,187,개포주공5단지,2024,74.25,강남구,29.7,강남구 개포동 187,37.48763630240521,127.06850442401901
도곡동,961,현대아파트1동~3동,2024,84.96,강남구,17.1,강남구 도곡동 961,37.48902385590089,127.03815271188141
대치동,316,은마,2024,76.79,강남구,27.25,강남구 대치동 316,37.497523997884045,127.06545144595265
개포동,185,개포주공6단지,2024,53.06,강남구,23.45,강남구 개포동 185,37.48907538111764,127.0715118676609
수서동,746,까치마을,2024,39.6,강남구,10.6,강남구 수서동 746,37.48477890538922,127.08769297441661
개포동,179,우성8,2024,79.61,강남구,21.9,강남구 개포동 179,37.488329744330514,127.06239339404209
개포동,179,우성8,2024,79.61,강남구,21.9,강남구 개포동 179,37.488329744330514,127.06239339404209
개포동,187,개포주공5단지,2024,74.25,강남구,29.7,강남구 개포동 187,37.48763630240521,127.06850442401901
수서동,746,까치마을,2024,39.6,강남구,10.6,강남구 수서동 746,37.48477890538922,127.08769297441661
역삼동,755-4,e-편한세상,2024,59.947,강남구,23.55,강남구 역삼동 755-4,37.49883580445246,127.05003714354862
자곡동,686,강남한양수자인(4단지),2024,114.32,강남구,18.0,강남구 자곡동 686,37.475380544477005,127.11249743440263
일원동,615,우성7,2024,83.69,강남구,24.2,강남구 일원동 615,37.49233054134001,127.07821439201534
도곡동,467,타워팰리스1,2024,174.67,강남구,55.0,강남구 도곡동 467,37.48821086093274,127.05423127497836
도곡동,464,한신(개포),2024,59.48,강남구,24.85,강남구 도곡동 464,37.48673218701874,127.04882981531128
압구정동,456,"현대6차(78~81,83,84,86,87동)",2024,144.7,강남구,61.0,강남구 압구정동 456,37.529297514841936,127.02887078036099
압구정동,426,신현대9차,2024,152.28,강남구,59.0,강남구 압구정동 426,37.52608186840527,127.02436642042485
도곡동,527,도곡렉슬,2024,120.8233,강남구,36.5,강남구 도곡동 527,37.49360707574051,127.0493506712759
역삼동,713-11,역삼I'PARK,2024,116.285,강남구,32.15,강남구 역삼동 713-11,37.49930545187274,127.04577859836235
대치동,66,"쌍용대치아파트1동,2동,3동,5동,6동",2024,83.56,강남구,30.15,강남구 대치동 66,37.49806642931644,127.07107244041367
역삼동,754-1,역삼푸르지오,2024,59.8848,강남구,22.0,강남구 역삼동 754-1,37.49790483195629,127.04693534626234
마천동,574,마천대성,2020,59.62,송파구,7.5,송파구 마천동 574,37.4986378276423,127.15320974664284
오금동,2,대림,2020,125.79,송파구,13.6,송파구 오금동 2,37.51025858403988,127.12934258040656
송파동,171,성지,2020,84.92,송파구,10.08,송파구 송파동 171,37.500157286463086,127.1171215491072
거여동,290,거여1단지,2020,39.6,송파구,5.4,송파구 거여동 290,37.490975569801535,127.14458659663143
문정동,618,파크하비오,2020,84.9725,송파구,13.9,송파구 문정동 618,37.48061900502862,127.1236463518749
방이동,89,올림픽선수기자촌2단지,2020,83.06,송파구,16.5,송파구 방이동 89,37.51777129867041,127.13630632514807
잠실동,86,아시아선수촌아파트,2020,99.385,송파구,25.35,송파구 잠실동 86,37.508141482585714,127.07672107673477
문정동,145,문정시영,2020,39.69,송파구,5.99,송파구 문정동 145,37.490608105190276,127.13533424473474
문정동,114,인택,2020,59.94,송파구,6.15,송파구 문정동 114,37.48682825864721,127.1326465395741
송파동,31,여흥레이크빌,2020,167.73,송파구,14.25,송파구 송파동 31,37.510325231811905,127.10634878995697
잠실동,35,트리지움,2020,84.83,송파구,18.75,송파구 잠실동 35,37.50965280601004,127.09125614864689
잠실동,19,잠실엘스,2020,84.88,송파구,19.2,송파구 잠실동 19,37.51413280809364,127.07932532397243
잠실동,27,주공아파트 5단지,2020,81.75,송파구,20.6425,송파구 잠실동 27,37.5153370226289,127.09294306203196
방이동,124-18,서경아파트,2020,69.91,송파구,4.81,송파구 방이동 124-18,37.50893573380298,127.11671365658702
문정동,72-3,건영1,2020,84.39,송파구,11.0,송파구 문정동 72-3,37.48163971416395,127.12580568730957
잠실동,27,주공아파트 5단지,2020,76.5,송파구,18.406,송파구 잠실동 27,37.5153370226289,127.09294306203196
장지동,895,송파와이즈더샵,2020,97.1662,송파구,14.6,송파구 장지동 895,37.47638905543528,127.14345176792108
오금동,138,우방,2020,84.95,송파구,7.6,송파구 오금동 138,37.50141477244706,127.13962744836445
삼전동,69-5,하늘공원(69-5),2020,62.39,송파구,3.75,송파구 삼전동 69-5,37.49876749496943,127.09260812897402
가락동,96-1,우성,2020,127.75,송파구,13.95,송파구 가락동 96-1,37.496651783178095,127.11758616008686
잠실동,19,잠실엘스,2020,84.97,송파구,17.95,송파구 잠실동 19,37.51413280809364,127.07932532397243
잠실동,27,주공아파트 5단지,2020,76.5,송파구,19.1,송파구 잠실동 27,37.5153370226289,127.09294306203196
신천동,7,장미1,2020,71.2,송파구,15.45,송파구 신천동 7,37.51887412410021,127.09913790869663
문정동,88-11,미소로,2020,82.25,송파구,5.2,송파구 문정동 88-11,37.483700252687086,127.12701739290003
오금동,43,현대(2-4차),2020,84.98,송파구,13.44,송파구 오금동 43,37.50670976295277,127.12666963256716
문정동,145,문정시영,2020,39.69,송파구,6.48,송파구 문정동 145,37.490608105190276,127.13533424473474
가락동,165,래미안파크팰리스,2020,59.968,송파구,11.8,송파구 가락동 165,37.498149334771966,127.132058978854
거여동,294,거여5단지,2020,59.74,송파구,7.15,송파구 거여동 294,37.488842417668906,127.14530038723514
잠실동,35,트리지움,2020,84.95,송파구,16.8,송파구 잠실동 35,37.50965280601004,127.09125614864689
잠실동,27,주공아파트 5단지,2020,82.61,송파구,27.81,송파구 잠실동 27,37.5153370226289,127.09294306203196
오금동,165,상아2차아파트,2020,60.0,송파구,8.3,송파구 오금동 165,37.49762701128833,127.13679454656808
잠실동,19,잠실엘스,2020,84.8,송파구,19.35,송파구 잠실동 19,37.51413280809364,127.07932532397243
마천동,31-2,솔렌시아,2020,84.97,송파구,4.56,송파구 마천동 31-2,37.499865025366574,127.14354949363528
석촌동,285,잠실한솔,2020,84.94,송파구,11.3,송파구 석촌동 285,37.503626041788934,127.10456636276353
문정동,56-6,주성파크뷰,2020,84.26,송파구,6.3,송파구 문정동 56-6,37.48491561485926,127.12357471468601
잠실동,22,리센츠,2020,27.68,송파구,9.6,송파구 잠실동 22,37.514374678988034,127.08600451597934
마천동,319,금호어울림,2020,116.25,송파구,9.8,송파구 마천동 319,37.49338751512707,127.15539738017182
신천동,7-19,잠실시그마타워,2020,182.11,송파구,14.5,송파구 신천동 7-19,37.51464664107392,127.10251201005886
석촌동,1-1,로쟌뷰,2020,129.32,송파구,11.6,송파구 석촌동 1-1,37.506259684959126,127.09770981012684
문정동,145,문정시영,2020,39.69,송파구,6.4,송파구 문정동 145,37.490608105190276,127.13533424473474
신천동,11-8,더샵스타리버,2020,142.17,송파구,13.2,송파구 신천동 11-8,37.51798155071717,127.10439399905218
문정동,146,세양청마루,2020,59.91,송파구,7.15,송파구 문정동 146,37.492436832601726,127.13691613929424
가락동,102,한신1,2020,84.51,송파구,9.45,송파구 가락동 102,37.48966035423557,127.12169392211037
가락동,96-1,우성,2020,127.75,송파구,13.9,송파구 가락동 96-1,37.496651783178095,127.11758616008686
문정동,618,파크하비오,2020,84.9648,송파구,12.55,송파구 문정동 618,37.48061900502862,127.1236463518749
잠실동,44,레이크팰리스,2020,84.82,송파구,17.85,송파구 잠실동 44,37.50843506341888,127.09300560218279
문정동,618,파크하비오,2020,84.9342,송파구,13.0,송파구 문정동 618,37.48061900502862,127.1236463518749
잠실동,101-1,우성아파트,2020,160.74,송파구,23.9,송파구 잠실동 101-1,37.50687866764688,127.07308738896256
