법정동,지번,단지명,거래연도,전용면적,구별,가격,주소지,위도,경도
창신동,702,창신쌍용1,2020,54.7,종로구,3.1,종로구 창신동 702,37.580608522370845,127.01392589440962
평창동,596,삼성,2020,84.93,종로구,5.3,종로구 평창동 596,37.61098715710314,126.97872377604011
사직동,9-1,광화문스페이스본(106동),2020,163.33,종로구,16.2,종로구 사직동 9-1,37.57352811498593,126.96777853037449
명륜3가,1-30,한빛,2020,59.73,종로구,3.45,종로구 명륜3가 1-30,37.589421087903276,126.99491449391935
창신동,702,창신쌍용1,2020,106.62,종로구,6.85,종로구 창신동 702,37.580608522370845,127.01392589440962
창신동,639-50,덕산,2020,59.28,종로구,2.55,종로구 창신동 639-50,37.57613062386072,127.00991626289249
무악동,82,현대,2020,60.0,종로구,7.9,종로구 무악동 82,37.57563067257642,126.96106041397948
숭인동,2-1,종로센트레빌,2020,84.92,종로구,8.45,종로구 숭인동 2-1,37.58073815128111,127.01614473662411
창신동,639-50,덕산,2020,59.22,종로구,3.3,종로구 창신동 639-50,37.57613062386072,127.00991626289249
인의동,48-2,효성쥬얼리시티,2020,106.81,종로구,8.48,종로구 인의동 48-2,37.5715577580436,126.99871769985972
평창동,596,삼성,2020,59.97,종로구,3.9,종로구 평창동 596,37.61098715710314,126.97872377604011
사직동,9,광화문스페이스본(101동~105동),2020,70.8,종로구,9.8,종로구 사직동 9,37.574358879492024,126.96884982820754
창신동,602-1,MID그린(8동),2020,59.94,종로구,2.8,종로구 창신동 602-1,37.57735363737952,127.00989165904268
사직동,9,광화문스페이스본(101동~105동),2020,94.51,종로구,11.5,종로구 사직동 9,37.574358879492024,126.96884982820754
평창동,72,롯데낙천대,2020,110.53,종로구,7.9,종로구 평창동 72,37.609248836500115,126.9757809976386
평창동,596,삼성,2020,84.93,종로구,4.98,종로구 평창동 596,37.61098715710314,126.97872377604011
무악동,82,현대,2020,84.92,종로구,9.499,종로구 무악동 82,37.57563067257642,126.96106041397948
평창동,33-1,형우럭스빌(33-1),2020,128.26,종로구,7.0,종로구 평창동 33-1,37.60754089888115,126.97339314470165
무악동,82,현대,2020,60.0,종로구,6.6,종로구 무악동 82,37.57563067257642,126.96106041397948
내수동,167,세종로대우,2020,66.96,종로구,6.15,종로구 내수동 167,37.572761109844066,126.9732902016145
무악동,82,현대,2020,60.0,종로구,7.091,종로구 무악동 82,37.57563067257642,126.96106041397948
청운동,56-45,청운현대,2020,84.51,종로구,8.5,종로구 청운동 56-45,37.58626654565229,126.96739337062213
숭인동,204-11,숭인상가,2020,78.75,종로구,4.1,종로구 숭인동 204-11,37.572133340642495,127.02054294390143
평창동,596,삼성,2020,59.97,종로구,4.4,종로구 평창동 596,37.61098715710314,126.97872377604011
평창동,66-1,엘리시아,2020,200.19,종로구,7.511,종로구 평창동 66-1,37.609683903852755,126.97591575962889
숭인동,318-2,삼전솔하임4차,2020,15.09,종로구,1.25,종로구 숭인동 318-2,37.571352156698694,127.01671713697579
숭인동,2-1,종로센트레빌,2020,59.92,종로구,7.24,종로구 숭인동 2-1,37.58073815128111,127.01614473662411
숭인동,2-1,종로센트레빌,2020,84.92,종로구,8.8,종로구 숭인동 2-1,37.58073815128111,127.01614473662411
창신동,703,창신쌍용2,2020,79.87,종로구,5.73,종로구 창신동 703,37.58022725779988,127.01175821811682
숭인동,204-11,숭인상가,2020,78.75,종로구,3.85,종로구 숭인동 204-11,37.572133340642495,127.02054294390143
평창동,179-5,밀레니엄,2020,84.41,종로구,5.99,종로구 평창동 179-5,37.607001766045755,126.96760510633317
당주동,145,롯데미도파광화문빌딩,2020,65.79,종로구,5.02,종로구 당주동 145,37.57133834814982,126.97370531489901
효제동,65-2,포레스트힐시티,2020,20.3861,종로구,2.25,종로구 효제동 65-2,37.574218099641946,127.00183224364505
창신동,602,일우,2020,59.3,종로구,3.1,종로구 창신동 602,37.57732619406297,127.0096962805799
사직동,9,광화문스페이스본(101동~105동),2020,145.53,종로구,14.5,종로구 사직동 9,37.574358879492024,126.96884982820754
인의동,48-2,효성쥬얼리시티,2020,84.64,종로구,6.65,종로구 인의동 48-2,37.5715577580436,126.99871769985972
창신동,232,두산,2020,59.95,종로구,6.23,종로구 창신동 232,37.5742548663234,127.01428813817
평창동,596,삼성,2020,59.97,종로구,4.4,종로구 평창동 596,37.61098715710314,126.97872377604011
평창동,596,삼성,2020,59.97,종로구,4.29,종로구 평창동 596,37.61098715710314,126.97872377604011
창신동,23-76,브라운스톤창신,2020,84.67,종로구,6.97,종로구 창신동 23-76,37.57737839898354,127.0150317487371
사직동,9,광화문스페이스본(101동~105동),2020,94.51,종로구,11.4,종로구 사직동 9,37.574358879492024,126.96884982820754
숭인동,2-1,종로센트레빌,2020,59.92,종로구,7.15,종로구 숭인동 2-1,37.58073815128111,127.01614473662411
창신동,702,창신쌍용1,2020,54.7,종로구,5.26,종로구 창신동 702,37.580608522370845,127.01392589440962
무악동,82,현대,2020,60.0,종로구,7.2,종로구 무악동 82,37.57563067257642,126.96106041397948
홍파동,199,경희궁자이(2단지),2020,84.99,종로구,15.5,종로구 홍파동 199,37.5706964807782,126.96360847613647
무악동,60,인왕산아이파크,2020,84.858,종로구,11.85,종로구 무악동 60,37.577072324321186,126.95719435802967
평창동,596,삼성,2020,59.97,종로구,4.28,종로구 평창동 596,37.61098715710314,126.97872377604011
평창동,72,롯데낙천대,2020,110.53,종로구,8.5,종로구 평창동 72,37.609248836500115,126.9757809976386
무악동,82,현대,2020,60.0,종로구,7.299,종로구 무악동 82,37.57563067257642,126.96106041397948
평동,233,경희궁자이(3단지),2020,77.654,종로구,15.4,종로구 평동 233,37.568469286201584,126.96589125775674
평창동,66-1,엘리시아,2020,200.19,종로구,8.0,종로구 평창동 66-1,37.609683903852755,126.97591575962889
평창동,66-1,엘리시아,2020,200.19,종로구,8.5,종로구 평창동 66-1,37.609683903852755,126.97591575962889
무악동,82,현대,2020,114.9,종로구,11.09,종로구 무악동 82,37.57563067257642,126.96106041397948
신교동,6-11,신현(102동),2020,134.66,종로구,10.0,종로구 신교동 6-11,37.58342814924808,126.96815577245039
인의동,48-2,효성쥬얼리시티,2020,169.86,종로구,12.4,종로구 인의동 48-2,37.5715577580436,126.99871769985972
무악동,60,인왕산아이파크,2020,84.858,종로구,12.0,종로구 무악동 60,37.577072324321186,126.95719435802967
사직동,9,광화문스페이스본(101동~105동),2020,94.51,종로구,13.0,종로구 사직동 9,37.574358879492024,126.96884982820754
홍파동,199,경희궁자이(2단지),2020,84.9071,종로구,16.25,종로구 홍파동 199,37.5706964807782,126.96360847613647
홍파동,199,경희궁자이(2단지),2020,84.99,종로구,16.0,종로구 홍파동 199,37.5706964807782,126.96360847613647
홍파동,199,경희궁자이(2단지),2020,84.614,종로구,17.2,종로구 홍파동 199,37.5706964807782,126.96360847613647
무악동,60,인왕산아이파크,2020,84.858,종로구,12.3,종로구 무악동 60,37.577072324321186,126.95719435802967
청운동,56-45,청운현대,2020,84.51,종로구,8.95,종로구 청운동 56-45,37.58626654565229,126.96739337062213
숭인동,766,종로청계힐스테이트,2020,59.9426,종로구,7.82,종로구 숭인동 766,37.57592944155811,127.02115581225704
명륜2가,237,명륜동주상복합아남아파트,2020,172.17,종로구,14.99,종로구 명륜2가 237,37.58554181070754,127.00027084397075
숭인동,766,종로청계힐스테이트,2020,84.9478,종로구,9.5,종로구 숭인동 766,37.57592944155811,127.02115581225704
사직동,9,광화문스페이스본(101동~105동),2020,121.37,종로구,14.95,종로구 사직동 9,37.574358879492024,126.96884982820754
창신동,702,창신쌍용1,2020,54.7,종로구,5.5,종로구 창신동 702,37.580608522370845,127.01392589440962
무악동,60,인왕산아이파크,2020,84.858,종로구,12.07,종로구 무악동 60,37.577072324321186,126.95719435802967
평동,233,경희궁자이(3단지),2020,84.836,종로구,16.55,종로구 평동 233,37.568469286201584,126.96589125775674
인의동,48-2,효성쥬얼리시티,2020,106.81,종로구,8.45,종로구 인의동 48-2,37.5715577580436,126.99871769985972
홍파동,199,경희궁자이(2단지),2020,84.836,종로구,17.0,종로구 홍파동 199,37.5706964807782,126.96360847613647
평창동,46-1,크래스빌,2020,187.9,종로구,9.0,종로구 평창동 46-1,37.608520715266906,126.97420313266852
평창동,596,삼성,2020,84.93,종로구,5.9,종로구 평창동 596,37.61098715710314,126.97872377604011
창신동,328-17,동대문,2020,28.8,종로구,4.2,종로구 창신동 328-17,37.57226457900032,127.01519023435611
창신동,703,창신쌍용2,2020,54.7,종로구,5.85,종로구 창신동 703,37.58022725779988,127.01175821811682
창신동,23-816,창신이수,2020,120.84,종로구,8.87,종로구 창신동 23-816,37.57803945153792,127.0146666887139
평동,233,경희궁자이(3단지),2020,84.944,종로구,17.75,종로구 평동 233,37.568469286201584,126.96589125775674
무악동,60,인왕산아이파크,2020,84.858,종로구,12.1,종로구 무악동 60,37.577072324321186,126.95719435802967
홍파동,199,경희궁자이(2단지),2020,84.934,종로구,16.0,종로구 홍파동 199,37.5706964807782,126.96360847613647
숭인동,766,종로청계힐스테이트,2020,59.9426,종로구,7.95,종로구 숭인동 766,37.57592944155811,127.02115581225704
내수동,72,경희궁의아침3단지,2020,150.48,종로구,16.5,종로구 내수동 72,37.573660639777074,126.97209393490348
창신동,703,창신쌍용2,2020,79.87,종로구,7.15,종로구 창신동 703,37.58022725779988,127.01175821811682
평창동,595,갑을아파트,2020,53.33,종로구,3.2,종로구 평창동 595,37.60471964779909,126.96359892641925
교북동,126,경희궁자이(4단지),2020,45.879,종로구,10.2,종로구 교북동 126,37.5715793606755,126.96139328729404
신문로2가,171,디팰리스,2020,148.111,종로구,32.1,종로구 신문로2가 171,37.56867096454767,126.97200212411234
명륜1가,33-85,리치캐슬아파트,2020,71.31,종로구,4.8,종로구 명륜1가 33-85,37.58853715479651,126.99781675832588
교북동,101,동아,2020,99.29,종로구,8.77,종로구 교북동 101,37.57143308432599,126.96208911955736
홍파동,199,경희궁자이(2단지),2020,84.836,종로구,17.7,종로구 홍파동 199,37.5706964807782,126.96360847613647
동숭동,4-161,동성아파트(1동),2020,57.96,종로구,2.475,종로구 동숭동 4-161,37.58343949656512,127.00625644197456
무악동,82,현대,2020,84.92,종로구,10.949,종로구 무악동 82,37.57563067257642,126.96106041397948
연지동,36-1,하이텍하우스,2020,16.17,종로구,1.0608,종로구 연지동 36-1,37.57470161723981,126.99886912747802
연지동,36-1,하이텍하우스,2020,16.17,종로구,1.0608,종로구 연지동 36-1,37.57470161723981,126.99886912747802
연지동,36-1,하이텍하우스,2020,114.05,종로구,5.6588,종로구 연지동 36-1,37.57470161723981,126.99886912747802
연지동,36-1,하이텍하우스,2020,31.68,종로구,1.8814,종로구 연지동 36-1,37.57470161723981,126.99886912747802
연지동,36-1,하이텍하우스,2020,15.79,종로구,1.0478,종로구 연지동 36-1,37.57470161723981,126.99886912747802
연지동,36-1,하이텍하우스,2020,16.17,종로구,1.0608,종로구 연지동 36-1,37.57470161723981,126.99886912747802
연지동,36-1,하이텍하우스,2020,16.17,종로구,1.0608,종로구 연지동 36-1,37.57470161723981,126.99886912747802
연지동,36-1,하이텍하우스,2020,21.37,종로구,1.3619,종로구 연지동 36-1,37.57470161723981,126.99886912747802
연지동,36-1,하이텍하우스,2020,17.9,종로구,1.139,종로구 연지동 36-1,37.57470161723981,126.99886912747802
연지동,36-1,하이텍하우스,2020,16.17,종로구,1.0608,종로구 연지동 36-1,37.57470161723981,126.99886912747802
교북동,126,경희궁자이(4단지),2020,45.879,종로구,10.9,종로구 교북동 126,37.5715793606755,126.96139328729404
무악동,82,현대,2020,114.9,종로구,11.845,종로구 무악동 82,37.57563067257642,126.96106041397948
익선동,55,현대뜨레비앙,2020,48.54,종로구,3.2,종로구 익선동 55,37.575048324172364,126.99008593917438
평동,233,경희궁자이(3단지),2020,84.836,종로구,18.0,종로구 평동 233,37.568469286201584,126.96589125775674
무악동,60,인왕산아이파크,2020,84.858,종로구,12.7,종로구 무악동 60,37.577072324321186,126.95719435802967
무악동,60,인왕산아이파크,2020,84.858,종로구,12.3,종로구 무악동 60,37.577072324321186,126.95719435802967
숭인동,766,종로청계힐스테이트,2020,59.9426,종로구,8.2,종로구 숭인동 766,37.57592944155811,127.02115581225704
교북동,126,경희궁자이(4단지),2020,45.879,종로구,10.62,종로구 교북동 126,37.5715793606755,126.96139328729404
사직동,9,광화문스페이스본(101동~105동),2020,158.99,종로구,14.5,종로구 사직동 9,37.574358879492024,126.96884982820754
무악동,89,경희궁롯데캐슬,2020,59.6737,종로구,12.7,종로구 무악동 89,37.57386362305294,126.95944663710455
명륜1가,23,건양하늘터,2020,84.78,종로구,8.4,종로구 명륜1가 23,37.58792766954451,126.99783101238526
명륜2가,237,명륜동주상복합아남아파트,2020,172.17,종로구,14.5,종로구 명륜2가 237,37.58554181070754,127.00027084397075
숭인동,766,종로청계힐스테이트,2020,59.9426,종로구,8.55,종로구 숭인동 766,37.57592944155811,127.02115581225704
신영동,105-22,구암하이빌,2020,75.89,종로구,3.0,종로구 신영동 105-22,37.60192799040221,126.96231579430382
창신동,702,창신쌍용1,2020,54.7,종로구,6.8,종로구 창신동 702,37.580608522370845,127.01392589440962
익선동,55,현대뜨레비앙,2020,28.1,종로구,2.25,종로구 익선동 55,37.575048324172364,126.99008593917438
창신동,702,창신쌍용1,2020,79.87,종로구,8.07,종로구 창신동 702,37.580608522370845,127.01392589440962
평창동,596,삼성,2020,84.93,종로구,6.8,종로구 평창동 596,37.61098715710314,126.97872377604011
평동,233,경희궁자이(3단지),2020,84.836,종로구,18.3,종로구 평동 233,37.568469286201584,126.96589125775674
연건동,195-10,이화에수풀,2020,16.98,종로구,1.9,종로구 연건동 195-10,37.575432927845796,127.00184002272142
내수동,72,경희궁의아침3단지,2021,123.13,종로구,18.0,종로구 내수동 72,37.573660639777074,126.97209393490348
내수동,71,경희궁의아침2단지,2021,174.55,종로구,17.5,종로구 내수동 71,37.57394875068531,126.97127816636466
홍파동,199,경희궁자이(2단지),2021,84.907,종로구,17.5,종로구 홍파동 199,37.5706964807782,126.96360847613647
무악동,82,현대,2021,84.92,종로구,11.24,종로구 무악동 82,37.57563067257642,126.96106041397948
무악동,82,현대,2021,60.0,종로구,8.65,종로구 무악동 82,37.57563067257642,126.96106041397948
숭인동,56-135,할리우드파크아파트,2021,69.94,종로구,5.3,종로구 숭인동 56-135,37.57884199565359,127.01812043142927
창신동,703,창신쌍용2,2021,79.87,종로구,7.4,종로구 창신동 703,37.58022725779988,127.01175821811682
인의동,48-2,효성쥬얼리시티,2021,84.98,종로구,8.65,종로구 인의동 48-2,37.5715577580436,126.99871769985972
무악동,82,현대,2021,84.92,종로구,10.999,종로구 무악동 82,37.57563067257642,126.96106041397948
숭인동,56-135,할리우드파크아파트,2021,75.25,종로구,5.2,종로구 숭인동 56-135,37.57884199565359,127.01812043142927
무악동,60,인왕산아이파크,2021,84.858,종로구,13.0,종로구 무악동 60,37.577072324321186,126.95719435802967
무악동,60,인왕산아이파크,2021,84.858,종로구,14.4,종로구 무악동 60,37.577072324321186,126.95719435802967
숭인동,2-1,종로센트레빌,2021,59.92,종로구,9.8,종로구 숭인동 2-1,37.58073815128111,127.01614473662411
홍파동,199,경희궁자이(2단지),2021,84.836,종로구,18.5,종로구 홍파동 199,37.5706964807782,126.96360847613647
무악동,60,인왕산아이파크,2021,84.858,종로구,12.0,종로구 무악동 60,37.577072324321186,126.95719435802967
무악동,89,경희궁롯데캐슬,2021,84.8792,종로구,15.1,종로구 무악동 89,37.57386362305294,126.95944663710455
무악동,82,현대,2021,84.92,종로구,12.495,종로구 무악동 82,37.57563067257642,126.96106041397948
무악동,60,인왕산아이파크,2021,84.858,종로구,12.0,종로구 무악동 60,37.577072324321186,126.95719435802967
무악동,60,인왕산아이파크,2021,114.931,종로구,14.0,종로구 무악동 60,37.577072324321186,126.95719435802967
평동,233,경희궁자이(3단지),2021,84.836,종로구,18.5,종로구 평동 233,37.568469286201584,126.96589125775674
무악동,60,인왕산아이파크,2021,84.858,종로구,13.98,종로구 무악동 60,37.577072324321186,126.95719435802967
사직동,9,광화문스페이스본(101동~105동),2021,95.88,종로구,13.4,종로구 사직동 9,37.574358879492024,126.96884982820754
창신동,639-50,덕산,2021,59.28,종로구,5.3,종로구 창신동 639-50,37.57613062386072,127.00991626289249
사직동,9,광화문스페이스본(101동~105동),2021,108.07,종로구,14.4,종로구 사직동 9,37.574358879492024,126.96884982820754
창신동,232,두산,2021,59.95,종로구,7.95,종로구 창신동 232,37.5742548663234,127.01428813817
숭인동,545,동문A,2021,59.0,종로구,3.1,종로구 숭인동 545,37.578321151678274,127.0203866379589
창신동,639-50,덕산,2021,59.28,종로구,5.3,종로구 창신동 639-50,37.57613062386072,127.00991626289249
명륜2가,4,아남1,2021,84.9,종로구,10.925,종로구 명륜2가 4,37.585614147517504,126.99934171640089
평창동,596,삼성,2021,84.98,종로구,5.0,종로구 평창동 596,37.61098715710314,126.97872377604011
창신동,703,창신쌍용2,2021,54.7,종로구,6.33,종로구 창신동 703,37.58022725779988,127.01175821811682
홍파동,199,경희궁자이(2단지),2021,84.944,종로구,17.2,종로구 홍파동 199,37.5706964807782,126.96360847613647
내수동,95,경희궁파크팰리스,2021,147.62,종로구,17.5,종로구 내수동 95,37.574170109609284,126.97054346572074
홍파동,199,경희궁자이(2단지),2021,84.944,종로구,17.2,종로구 홍파동 199,37.5706964807782,126.96360847613647
견지동,110,대성스카이렉스,2021,149.8,종로구,12.4,종로구 견지동 110,37.57248789476964,126.98244174999247
숭인동,76,롯데캐슬천지인,2021,112.54,종로구,11.95,종로구 숭인동 76,37.57384248200532,127.01624253522738
교북동,126,경희궁자이(4단지),2021,37.2635,종로구,8.8,종로구 교북동 126,37.5715793606755,126.96139328729404
사직동,9,광화문스페이스본(101동~105동),2021,151.81,종로구,17.0,종로구 사직동 9,37.574358879492024,126.96884982820754
무악동,82,현대,2021,84.92,종로구,12.346,종로구 무악동 82,37.57563067257642,126.96106041397948
창신동,703,창신쌍용2,2021,79.87,종로구,8.4,종로구 창신동 703,37.58022725779988,127.01175821811682
평창동,596,삼성,2021,84.93,종로구,7.57,종로구 평창동 596,37.61098715710314,126.97872377604011
창신동,703,창신쌍용2,2021,54.7,종로구,6.49,종로구 창신동 703,37.58022725779988,127.01175821811682
창신동,703,창신쌍용2,2021,54.7,종로구,6.1,종로구 창신동 703,37.58022725779988,127.01175821811682
창신동,232,두산,2021,59.95,종로구,7.95,종로구 창신동 232,37.5742548663234,127.01428813817
행촌동,41-1,대성아파트,2021,30.28,종로구,2.15,종로구 행촌동 41-1,37.57272294072251,126.96261400749705
창신동,703,창신쌍용2,2021,54.7,종로구,6.29,종로구 창신동 703,37.58022725779988,127.01175821811682
무악동,82,현대,2021,84.92,종로구,12.699,종로구 무악동 82,37.57563067257642,126.96106041397948
무악동,60,인왕산아이파크,2021,84.858,종로구,12.9,종로구 무악동 60,37.577072324321186,126.95719435802967
창신동,703,창신쌍용2,2021,64.66,종로구,6.88,종로구 창신동 703,37.58022725779988,127.01175821811682
평창동,596,삼성,2021,84.93,종로구,7.45,종로구 평창동 596,37.61098715710314,126.97872377604011
평동,233,경희궁자이(3단지),2021,84.836,종로구,19.7,종로구 평동 233,37.568469286201584,126.96589125775674
인의동,48-2,효성쥬얼리시티,2021,106.81,종로구,10.5,종로구 인의동 48-2,37.5715577580436,126.99871769985972
평창동,102,르트랑시망,2021,140.49,종로구,10.0,종로구 평창동 102,37.610161721791776,126.97484556756389
숭인동,2-1,종로센트레빌,2021,59.92,종로구,9.8,종로구 숭인동 2-1,37.58073815128111,127.01614473662411
창신동,601-7,MID그린(6동),2021,59.04,종로구,5.65,종로구 창신동 601-7,37.577605904179165,127.00973713197982
무악동,82,현대,2021,60.0,종로구,9.895,종로구 무악동 82,37.57563067257642,126.96106041397948
무악동,82,현대,2021,60.0,종로구,9.449,종로구 무악동 82,37.57563067257642,126.96106041397948
창신동,703,창신쌍용2,2021,54.7,종로구,6.7,종로구 창신동 703,37.58022725779988,127.01175821811682
창신동,703,창신쌍용2,2021,54.7,종로구,6.78,종로구 창신동 703,37.58022725779988,127.01175821811682
신교동,6-13,신현(101동),2021,84.82,종로구,8.0,종로구 신교동 6-13,37.58361008617848,126.96788943820113
숭인동,296-19,삼전솔하임2차,2021,16.67,종로구,1.17,종로구 숭인동 296-19,37.5723536144512,127.0167325642692
무악동,82,현대,2021,114.9,종로구,14.0,종로구 무악동 82,37.57563067257642,126.96106041397948
사직동,9,광화문스페이스본(101동~105동),2021,94.51,종로구,13.8,종로구 사직동 9,37.574358879492024,126.96884982820754
홍파동,199,경희궁자이(2단지),2021,84.614,종로구,18.9,종로구 홍파동 199,37.5706964807782,126.96360847613647
무악동,82,현대,2021,114.9,종로구,13.995,종로구 무악동 82,37.57563067257642,126.96106041397948
내수동,73,경희궁의아침4단지,2021,150.48,종로구,20.5,종로구 내수동 73,37.57261446941524,126.97227296291658
창신동,703,창신쌍용2,2021,54.7,종로구,6.98,종로구 창신동 703,37.58022725779988,127.01175821811682
숭인동,204-11,숭인상가,2021,78.75,종로구,7.0,종로구 숭인동 204-11,37.572133340642495,127.02054294390143
창신동,703,창신쌍용2,2021,64.66,종로구,6.55,종로구 창신동 703,37.58022725779988,127.01175821811682
부암동,218-1,부암스카이뷰,2021,81.0,종로구,4.9,종로구 부암동 218-1,37.59460184399431,126.96399603088906
교북동,126,경희궁자이(4단지),2021,33.982,종로구,8.5,종로구 교북동 126,37.5715793606755,126.96139328729404
무악동,60,인왕산아이파크,2021,114.931,종로구,13.75,종로구 무악동 60,37.577072324321186,126.95719435802967
홍파동,199,경희궁자이(2단지),2021,116.986,종로구,25.0,종로구 홍파동 199,37.5706964807782,126.96360847613647
교북동,101,동아,2021,59.98,종로구,8.35,종로구 교북동 101,37.57143308432599,126.96208911955736
홍파동,199,경희궁자이(2단지),2021,84.9071,종로구,19.5,종로구 홍파동 199,37.5706964807782,126.96360847613647
무악동,60,인왕산아이파크,2021,114.931,종로구,16.45,종로구 무악동 60,37.577072324321186,126.95719435802967
무악동,60,인왕산아이파크,2021,84.858,종로구,13.3,종로구 무악동 60,37.577072324321186,126.95719435802967
창신동,703,창신쌍용2,2021,54.7,종로구,6.97,종로구 창신동 703,37.58022725779988,127.01175821811682
홍파동,199,경희궁자이(2단지),2021,116.938,종로구,24.5,종로구 홍파동 199,37.5706964807782,126.96360847613647
홍파동,199,경희궁자이(2단지),2021,101.991,종로구,23.45,종로구 홍파동 199,37.5706964807782,126.96360847613647
숭인동,76,롯데캐슬천지인,2021,84.95,종로구,11.2,종로구 숭인동 76,37.57384248200532,127.01624253522738
평창동,179-5,밀레니엄,2021,108.18,종로구,7.47,종로구 평창동 179-5,37.607001766045755,126.96760510633317
창신동,639-50,덕산,2021,59.28,종로구,6.17,종로구 창신동 639-50,37.57613062386072,127.00991626289249
효제동,126-2,이지마루종로,2021,19.31,종로구,2.98,종로구 효제동 126-2,37.57372480169174,127.00385671372896
창신동,703,창신쌍용2,2021,64.66,종로구,7.65,종로구 창신동 703,37.58022725779988,127.01175821811682
창신동,627-21,흥인,2021,56.88,종로구,4.3,종로구 창신동 627-21,37.577191389627366,127.00924479480366
교북동,126,경희궁자이(4단지),2021,37.2635,종로구,8.94,종로구 교북동 126,37.5715793606755,126.96139328729404
효제동,126-2,이지마루종로,2021,25.55,종로구,3.55,종로구 효제동 126-2,37.57372480169174,127.00385671372896
창신동,639-50,덕산,2021,59.28,종로구,6.17,종로구 창신동 639-50,37.57613062386072,127.00991626289249
평창동,595,갑을아파트,2021,53.33,종로구,3.0,종로구 평창동 595,37.60471964779909,126.96359892641925
행촌동,41-1,대성아파트,2021,19.27,종로구,1.8,종로구 행촌동 41-1,37.57272294072251,126.96261400749705
효제동,126-2,이지마루종로,2021,20.87,종로구,3.38,종로구 효제동 126-2,37.57372480169174,127.00385671372896
홍파동,199,경희궁자이(2단지),2021,84.614,종로구,22.18,종로구 홍파동 199,37.5706964807782,126.96360847613647
효제동,126-2,이지마루종로,2021,20.87,종로구,3.38,종로구 효제동 126-2,37.57372480169174,127.00385671372896
창신동,639-50,덕산,2021,59.28,종로구,6.17,종로구 창신동 639-50,37.57613062386072,127.00991626289249
평창동,596,삼성,2021,59.97,종로구,7.0,종로구 평창동 596,37.61098715710314,126.97872377604011
평창동,596,삼성,2021,59.97,종로구,6.5,종로구 평창동 596,37.61098715710314,126.97872377604011
숭인동,2-1,종로센트레빌,2021,59.92,종로구,9.0,종로구 숭인동 2-1,37.58073815128111,127.01614473662411
창신동,232,두산,2021,84.9,종로구,11.25,종로구 창신동 232,37.5742548663234,127.01428813817
평창동,596,삼성,2021,59.97,종로구,6.65,종로구 평창동 596,37.61098715710314,126.97872377604011
내수동,71,경희궁의아침2단지,2021,124.17,종로구,17.7,종로구 내수동 71,37.57394875068531,126.97127816636466
효제동,126-2,이지마루종로,2021,26.65,종로구,3.5,종로구 효제동 126-2,37.57372480169174,127.00385671372896
홍파동,199,경희궁자이(2단지),2021,59.895,종로구,17.0,종로구 홍파동 199,37.5706964807782,126.96360847613647
숭인동,76,롯데캐슬천지인,2021,112.54,종로구,12.85,종로구 숭인동 76,37.57384248200532,127.01624253522738
충신동,62-2,CS타워,2021,21.94,종로구,1.4,종로구 충신동 62-2,37.57514135049216,127.00404233847084
신영동,105-22,구암하이빌,2021,84.94,종로구,4.6,종로구 신영동 105-22,37.60192799040221,126.96231579430382
무악동,82,현대,2021,84.92,종로구,13.799,종로구 무악동 82,37.57563067257642,126.96106041397948
효제동,65-2,포레스트힐시티,2021,18.505,종로구,2.85,종로구 효제동 65-2,37.574218099641946,127.00183224364505
숭인동,56-135,할리우드파크아파트,2021,68.77,종로구,6.1,종로구 숭인동 56-135,37.57884199565359,127.01812043142927
효제동,126-2,이지마루종로,2021,26.33,종로구,3.48,종로구 효제동 126-2,37.57372480169174,127.00385671372896
효제동,126-2,이지마루종로,2021,24.44,종로구,3.48,종로구 효제동 126-2,37.57372480169174,127.00385671372896
명륜2가,4,아남1,2021,84.9,종로구,11.2,종로구 명륜2가 4,37.585614147517504,126.99934171640089
효제동,126-2,이지마루종로,2021,26.65,종로구,4.65,종로구 효제동 126-2,37.57372480169174,127.00385671372896
명륜2가,4,아남1,2021,84.9,종로구,11.15,종로구 명륜2가 4,37.585614147517504,126.99934171640089
창신동,232,두산,2021,59.95,종로구,7.95,종로구 창신동 232,37.5742548663234,127.01428813817
창신동,232,두산,2021,59.95,종로구,8.2,종로구 창신동 232,37.5742548663234,127.01428813817
숭인동,296-19,삼전솔하임2차,2021,16.67,종로구,1.09,종로구 숭인동 296-19,37.5723536144512,127.0167325642692
효제동,126-2,이지마루종로,2021,24.44,종로구,3.48,종로구 효제동 126-2,37.57372480169174,127.00385671372896
평동,233,경희궁자이(3단지),2021,84.8359,종로구,20.9,종로구 평동 233,37.568469286201584,126.96589125775674
교북동,126,경희궁자이(4단지),2021,33.982,종로구,8.0,종로구 교북동 126,37.5715793606755,126.96139328729404
명륜2가,4,아남1,2021,84.9,종로구,11.4,종로구 명륜2가 4,37.585614147517504,126.99934171640089
숭인동,296-19,삼전솔하임2차,2022,15.0,종로구,1.02,종로구 숭인동 296-19,37.5723536144512,127.0167325642692
명륜2가,4,아남1,2022,84.9,종로구,11.8,종로구 명륜2가 4,37.585614147517504,126.99934171640089
연건동,195-10,이화에수풀,2022,16.98,종로구,1.95,종로구 연건동 195-10,37.575432927845796,127.00184002272142
내수동,72,경희궁의아침3단지,2022,150.48,종로구,20.0,종로구 내수동 72,37.573660639777074,126.97209393490348
효제동,65-2,포레스트힐시티,2022,16.672,종로구,1.9,종로구 효제동 65-2,37.574218099641946,127.00183224364505
